q	phi	n_nr	rank_minus1	is_max	V_minus1	argmax_m	V_argmax	margin
6427	6426	3213	1	1	90587.112543	3213	90587.112543	4228.282882
6451	6450	3225	1	1	90947.207966	3225	90947.207966	4214.859377
6491	6490	3245	1	1	91565.325441	3245	91565.325441	4493.739840
6547	6546	3273	1	1	92499.455200	3273	92499.455200	4289.025875
6551	6550	3275	1	1	92552.800001	3275	92552.800001	6900.521688
6563	6562	3281	1	1	92750.680323	3281	92750.680323	4552.396085
6571	6570	3285	1	1	92883.361613	3285	92883.361613	4296.991910
6599	6598	3299	1	1	93334.575559	3299	93334.575559	6539.454620
6607	6606	3303	1	1	93462.651510	3303	93462.651510	4303.411724
6619	6618	3309	1	1	93660.977712	3309	93660.977712	4317.586290
6659	6658	3329	1	1	94311.299901	3329	94311.299901	4597.833148
6679	6678	3339	1	1	94606.746076	3339	94606.746076	4366.880346
6691	6690	3345	1	1	94838.395327	3345	94838.395327	4400.482206
6703	6702	3351	1	1	95013.916639	3351	95013.916639	4380.734430
6719	6718	3359	1	1	95278.221859	3359	95278.221859	6391.133544
6763	6762	3381	1	1	95983.221283	3381	95983.221283	4422.415913
6779	6778	3389	1	1	96244.351273	3389	96244.351273	4672.247087
6791	6790	3395	1	1	96439.964689	3395	96439.964689	5601.549957
6803	6802	3401	1	1	96630.646089	3401	96630.646089	4711.165816
6823	6822	3411	1	1	96951.136650	3411	96951.136650	4427.111381
6827	6826	3413	1	1	97026.030809	3413	97026.030809	4707.377660
6863	6862	3431	1	1	97609.725027	3431	97609.725027	5093.450670
6871	6870	3435	1	1	97715.245582	3435	97715.245582	4480.893105
6883	6882	3441	1	1	97924.409622	3441	97924.409622	4498.726704
6899	6898	3449	1	1	98170.545929	3449	98170.545929	4785.727521
6907	6906	3453	1	1	98321.893284	3453	98321.893284	4508.389129
6911	6910	3455	1	1	98381.134460	3455	98381.134460	5725.594778
6947	6946	3473	1	1	98969.666848	3473	98969.666848	4797.818962
6959	6958	3479	1	1	99158.213063	3479	99158.213063	5768.895537
6967	6966	3483	1	1	99314.012607	3483	99314.012607	4573.449754
6971	6970	3485	1	1	99365.596756	3485	99365.596756	4821.321471
6983	6982	3491	1	1	99545.189102	3491	99545.189102	5176.303160
6991	6990	3495	1	1	99680.811674	3495	99680.811674	4568.342737
7019	7018	3509	1	1	100138.375019	3509	100138.375019	4848.872461
7027	7026	3513	1	1	100251.676953	3513	100251.676953	4577.914505
7039	7038	3519	1	1	100473.622926	3519	100473.622926	4600.241823
7043	7042	3521	1	1	100524.560017	3521	100524.560017	4885.187982
7079	7078	3539	1	1	101101.724407	3539	101101.724407	5885.266845
7103	7102	3551	1	1	101488.017103	3551	101488.017103	5277.175861
7127	7126	3563	1	1	101898.968334	3563	101898.968334	5244.765468
7151	7150	3575	1	1	102281.643287	3575	102281.643287	5937.797608
7159	7158	3579	1	1	102431.115430	3579	102431.115430	4674.902372
7187	7186	3593	1	1	102877.376636	3593	102877.376636	4959.747969
7207	7206	3603	1	1	103191.971122	3603	103191.971122	4701.590425
7211	7210	3605	1	1	103255.954941	3605	103255.954941	4991.906606
7219	7218	3609	1	1	103431.905421	3609	103431.905421	4721.291032
7247	7246	3623	1	1	103854.698663	3623	103854.698663	5371.689705
7243	7242	3621	1	1	103800.032804	3621	103800.032804	4732.614367
7283	7282	3641	1	1	104448.277991	3641	104448.277991	5040.245217
7307	7306	3653	1	1	104834.224529	3653	104834.224529	5044.545251
7331	7330	3665	1	1	105223.908132	3665	105223.908132	5064.652499
7351	7350	3675	1	1	105563.040294	3675	105563.040294	4803.931413
7411	7410	3705	1	1	106555.971900	3705	106555.971900	4854.658631
7451	7450	3725	1	1	107201.005744	3725	107201.005744	5165.656445
7459	7458	3729	1	1	107327.024962	3729	107327.024962	4849.749722
7487	7486	3743	1	1	107796.938897	3743	107796.938897	5565.275055
7499	7498	3749	1	1	107979.344387	3749	107979.344387	5197.805197
7507	7506	3753	1	1	108119.671836	3753	108119.671836	4914.697980
7523	7522	3761	1	1	108377.500018	3761	108377.500018	5216.556407
7559	7558	3779	1	1	108967.476897	3779	108967.476897	7391.997847
7547	7546	3773	1	1	108788.843194	3773	108788.843194	5212.628777
7583	7582	3791	1	1	109360.000702	3791	109360.000702	5623.888464
7591	7590	3795	1	1	109497.601898	3795	109497.601898	4957.320726
7603	7602	3801	1	1	109683.539159	3801	109683.539159	4976.962605
7607	7606	3803	1	1	109777.381669	3803	109777.381669	5656.797460
7639	7638	3819	1	1	110297.081449	3819	110297.081449	5015.369120
7643	7642	3821	1	1	110326.988501	3821	110326.988501	5296.882119
7687	7686	3843	1	1	111086.206499	3843	111086.206499	5030.041625
7691	7690	3845	1	1	111115.032437	3845	111115.032437	5334.449036
7699	7698	3849	1	1	111266.973174	3849	111266.973174	5026.729866
7703	7702	3851	1	1	111321.027829	3851	111321.027829	5710.414838
7723	7722	3861	1	1	111664.222443	3861	111664.222443	5054.669519
7727	7726	3863	1	1	111733.670147	3863	111733.670147	5744.094542
7759	7758	3879	1	1	112251.245598	3879	112251.245598	5062.459944
7823	7822	3911	1	1	113297.090957	3911	113297.090957	5799.043132
7867	7866	3933	1	1	114042.876112	3933	114042.876112	5147.054899
7879	7878	3939	1	1	114223.653841	3939	114223.653841	5142.091296
7883	7882	3941	1	1	114294.551326	3941	114294.551326	5469.221234
7907	7906	3953	1	1	114710.313481	3953	114710.313481	5489.890328
7919	7918	3959	1	1	114897.136695	3959	114897.136695	6575.294374
7927	7926	3963	1	1	115016.015039	3963	115016.015039	5170.656394
7951	7950	3975	1	1	115438.891225	3975	115438.891225	5211.777199
7963	7962	3981	1	1	115625.093922	3981	115625.093922	5186.953125
8011	8010	4005	1	1	116405.194962	4005	116405.194962	5235.636105
8039	8038	4019	1	1	116875.480492	4019	116875.480492	7635.321355
8087	8086	4043	1	1	117663.103915	4043	117663.103915	5992.451279
8059	8058	4029	1	1	117197.849055	4029	117197.849055	5268.981061
8111	8110	4055	1	1	118056.274348	4055	118056.274348	7708.666878
8123	8122	4061	1	1	118276.467209	4061	118276.467209	5631.854106
8147	8146	4073	1	1	118664.225285	4073	118664.225285	5641.640222
8167	8166	4083	1	1	118997.771662	4083	118997.771662	5349.704593
8171	8170	4085	1	1	119058.367444	4085	119058.367444	5657.408900
8179	8178	4089	1	1	119176.568597	4089	119176.568597	5330.371428
8191	8190	4095	1	1	119412.497146	4095	119412.497146	5372.229034
8219	8218	4109	1	1	119856.377014	4109	119856.377014	5659.510315
8231	8230	4115	1	1	120053.082526	4115	120053.082526	7810.236226
8243	8242	4121	1	1	120238.109173	4121	120238.109173	5714.784170
8263	8262	4131	1	1	120585.962761	4131	120585.962761	5388.751821
8287	8286	4143	1	1	120998.393287	4143	120998.393287	5432.062467
8291	8290	4145	1	1	121034.468649	4145	121034.468649	5713.051077
8311	8310	4155	1	1	121381.823673	4155	121381.823673	5424.672070
8363	8362	4181	1	1	122252.242363	4181	122252.242363	5796.139910
8387	8386	4193	1	1	122663.906355	4193	122663.906355	5805.688105
8419	8418	4209	1	1	123180.086162	4209	123180.086162	5499.948820
8423	8422	4211	1	1	123239.899674	4211	123239.899674	6229.167786
8431	8430	4215	1	1	123373.720469	4215	123373.720469	5507.999424
8447	8446	4223	1	1	123633.341739	4223	123633.341739	6274.396434
8443	8442	4221	1	1	123560.913056	4221	123560.913056	5500.967558
8467	8466	4233	1	1	123979.092761	4233	123979.092761	5522.011062
8527	8526	4263	1	1	124999.395360	4263	124999.395360	5584.041109
8539	8538	4269	1	1	125193.248645	4269	125193.248645	5578.483763
8543	8542	4271	1	1	125265.587024	4271	125265.587024	6340.903813
8563	8562	4281	1	1	125565.967873	4281	125565.967873	5595.082918
8599	8598	4299	1	1	126182.878135	4299	126182.878135	5626.437584
8623	8622	4311	1	1	126577.933065	4311	126577.933065	5604.194974
8627	8626	4313	1	1	126642.698488	4313	126642.698488	5952.619420
8647	8646	4323	1	1	126981.085481	4323	126981.085481	5650.952567
8663	8662	4331	1	1	127242.984431	4331	127242.984431	6447.191958
8699	8698	4349	1	1	127835.081701	4349	127835.081701	6004.805938
8707	8706	4353	1	1	127970.759717	4353	127970.759717	5676.390207
8719	8718	4359	1	1	128177.004314	4359	128177.004314	5677.252328
8731	8730	4365	1	1	128370.058759	4365	128370.058759	5679.640859
8747	8746	4373	1	1	128645.604204	4373	128645.604204	6037.531378
8779	8778	4389	1	1	129177.760874	4389	129177.760874	5745.833562
8783	8782	4391	1	1	129251.272058	4391	129251.272058	6521.636990
8803	8802	4401	1	1	129594.774014	4401	129594.774014	5722.828620
8807	8806	4403	1	1	129654.128215	4403	129654.128215	6560.967403
8819	8818	4409	1	1	129840.612485	4409	129840.612485	6066.679681
8831	8830	4415	1	1	130062.304857	4415	130062.304857	7316.690187
8839	8838	4419	1	1	130193.703334	4419	130193.703334	5775.971207
8863	8862	4431	1	1	130578.701755	4431	130578.701755	5779.329947
8867	8866	4433	1	1	130659.661329	4433	130659.661329	6155.491994
8887	8886	4443	1	1	130983.035534	4443	130983.035534	5812.060285
8923	8922	4461	1	1	131581.268556	4461	131581.268556	5825.588886
8951	8950	4475	1	1	132041.710564	4475	132041.710564	8875.197194
8963	8962	4481	1	1	132274.880790	4481	132274.880790	6212.464869
8971	8970	4485	1	1	132391.043467	4485	132391.043467	5836.190879
8999	8998	4499	1	1	132867.056540	4499	132867.056540	7463.426084
9007	9006	4503	1	1	133018.619960	4503	133018.619960	5900.289274
9011	9010	4505	1	1	133063.311450	4505	133063.311450	6230.713795
9043	9042	4521	1	1	133601.553542	4521	133601.553542	5876.890697
9059	9058	4529	1	1	133845.788084	4529	133845.788084	6268.958727
9067	9066	4533	1	1	134015.667776	4533	134015.667776	5953.434885
9091	9090	4545	1	1	134422.069856	4545	134422.069856	5961.112589
9103	9102	4551	1	1	134627.807908	4551	134627.807908	5962.912956
9127	9126	4563	1	1	135033.015228	4563	135033.015228	5969.076929
9151	9150	4575	1	1	135424.068095	4575	135424.068095	5965.010084
9187	9186	4593	1	1	136008.070057	4593	136008.070057	5990.607505
9199	9198	4599	1	1	136243.342413	4599	136243.342413	5989.964169
9203	9202	4601	1	1	136281.516422	4601	136281.516422	6374.285612
9227	9226	4613	1	1	136701.483925	4613	136701.483925	6379.839722
9239	9238	4619	1	1	136888.728150	4619	136888.728150	9941.290185
9283	9282	4641	1	1	137633.249357	4641	137633.249357	6072.975270
9311	9310	4655	1	1	138111.965688	4655	138111.965688	7742.692681
9319	9318	4659	1	1	138253.599659	4659	138253.599659	6112.942765
9323	9322	4661	1	1	138307.199955	4661	138307.199955	6469.097871
9343	9342	4671	1	1	138639.141892	4671	138639.141892	6077.253962
9371	9370	4685	1	1	139110.569187	4685	139110.569187	6492.076725
9391	9390	4695	1	1	139450.952100	4695	139450.952100	6135.452702
9403	9402	4701	1	1	139672.410240	4701	139672.410240	6126.103881
9419	9418	4709	1	1	139903.583384	4709	139903.583384	6512.947414
9431	9430	4715	1	1	140123.054877	4715	140123.054877	7823.111181
9439	9438	4719	1	1	140275.032860	4719	140275.032860	6173.207645
9463	9462	4731	1	1	140647.596440	4731	140647.596440	6188.802654
9467	9466	4733	1	1	140740.218854	4733	140740.218854	6544.344600
9479	9478	4739	1	1	140917.353908	4739	140917.353908	7882.765926
9511	9510	4755	1	1	141477.419992	4755	141477.419992	6211.244440
9491	9490	4745	1	1	141155.529692	4745	141155.529692	6587.457453
9539	9538	4769	1	1	141936.543041	4769	141936.543041	6608.770132
9547	9546	4773	1	1	142060.613253	4773	142060.613253	6236.344238
9551	9550	4775	1	1	142145.563719	4775	142145.563719	9059.483699
9587	9586	4793	1	1	142754.825267	4793	142754.825267	6641.033559
9619	9618	4809	1	1	143317.405680	4809	143317.405680	6314.286320
9623	9622	4811	1	1	143368.451891	4811	143368.451891	7143.556485
9631	9630	4815	1	1	143504.840706	4815	143504.840706	6278.020428
9643	9642	4821	1	1	143700.037714	4821	143700.037714	6300.335030
9679	9678	4839	1	1	144334.434326	4839	144334.434326	6342.006937
9719	9718	4859	1	1	144996.868607	4859	144996.868607	9612.437714
9739	9738	4869	1	1	145345.176905	4869	145345.176905	6386.073971
9743	9742	4871	1	1	145408.042750	4871	145408.042750	7239.488100
9767	9766	4883	1	1	145794.501395	4883	145794.501395	7217.263347
9787	9786	4893	1	1	146142.959534	4893	146142.959534	6379.296330
9791	9790	4895	1	1	146204.520128	4895	146204.520128	9312.400411
9803	9802	4901	1	1	146410.353629	4901	146410.353629	6778.784287
9811	9810	4905	1	1	146562.650299	4905	146562.650299	6422.258744
9839	9838	4919	1	1	147025.968977	4919	147025.968977	8174.141599
9851	9850	4925	1	1	147207.922511	4925	147207.922511	6817.928374
9859	9858	4929	1	1	147384.202983	4929	147384.202983	6462.032119
9871	9870	4935	1	1	147558.487063	4935	147558.487063	6423.514781
9883	9882	4941	1	1	147775.885761	4941	147775.885761	6469.622364
9887	9886	4943	1	1	147836.039190	4943	147836.039190	7340.241000
9907	9906	4953	1	1	148193.241952	4953	148193.241952	6495.190858
9923	9922	4961	1	1	148439.376854	4961	148439.376854	6874.613405
9931	9930	4965	1	1	148607.224498	4965	148607.224498	6506.120959
9967	9966	4983	1	1	149175.401988	4983	149175.401988	6500.462990
10007	10006	5003	1	1	149884.596780	5003	149884.596780	7393.447668
10039	10038	5019	1	1	150416.653194	5019	150416.653194	6564.223916
10067	10066	5033	1	1	150892.431674	5033	150892.431674	6935.466516
10079	10078	5039	1	1	151101.867687	5039	151101.867687	9568.266127
10091	10090	5045	1	1	151269.129834	5045	151269.129834	6946.437647
10099	10098	5049	1	1	151429.435974	5049	151429.435974	6562.812437
10103	10102	5051	1	1	151504.659015	5051	151504.659015	7499.325846
10111	10110	5055	1	1	151638.889235	5055	151638.889235	6606.425897
10139	10138	5069	1	1	152114.375506	5069	152114.375506	7007.475383
10151	10150	5075	1	1	152321.673786	5075	152321.673786	8421.229149
10159	10158	5079	1	1	152449.265215	5079	152449.265215	6634.404073
10163	10162	5081	1	1	152506.926785	5081	152506.926785	7029.060606
10211	10210	5105	1	1	153329.936786	5105	153329.936786	7068.462983
10223	10222	5111	1	1	153542.809438	5111	153542.809438	7584.861541
10243	10242	5121	1	1	153882.680139	5121	153882.680139	6680.321601
10247	10246	5123	1	1	153946.921739	5123	153946.921739	7545.483770
10267	10266	5133	1	1	154315.814725	5133	154315.814725	6731.316560
10259	10258	5129	1	1	154161.848011	5129	154161.848011	7112.292051
10271	10270	5135	1	1	154334.785089	5135	154334.785089	8516.394419
10303	10302	5151	1	1	154884.310274	5151	154884.310274	6705.126017
10331	10330	5165	1	1	155351.703145	5165	155351.703145	7126.822652
10343	10342	5171	1	1	155596.091769	5171	155596.091769	7686.473643
10391	10390	5195	1	1	156400.066150	5195	156400.066150	11176.689506
10399	10398	5199	1	1	156527.389534	5199	156527.389534	6793.162473
10427	10426	5213	1	1	157003.717454	5213	157003.717454	7184.442076
10459	10458	5229	1	1	157579.321760	5229	157579.321760	6831.410601
10463	10462	5231	1	1	157651.676213	5231	157651.676213	7765.928800
10487	10486	5243	1	1	158060.070818	5243	158060.070818	7783.045144
10499	10498	5249	1	1	158247.387238	5249	158247.387238	7243.021033
10531	10530	5265	1	1	158819.467910	5265	158819.467910	6904.177491
10559	10558	5279	1	1	159275.390364	5279	159275.390364	11754.986666
10567	10566	5283	1	1	159404.374243	5283	159404.374243	6909.489133
10607	10606	5303	1	1	160082.422343	5303	160082.422343	7816.397721
10627	10626	5313	1	1	160436.852557	5313	160436.852557	6951.901495
10631	10630	5315	1	1	160499.210139	5315	160499.210139	10008.277875
10639	10638	5319	1	1	160640.531871	5319	160640.531871	6973.069956
10651	10650	5325	1	1	160845.917062	5325	160845.917062	6957.835228
10663	10662	5331	1	1	161057.409364	5331	161057.409364	6948.228156
10667	10666	5333	1	1	161131.108993	5333	161131.108993	7389.834437
10687	10686	5343	1	1	161450.464881	5343	161450.464881	6967.457478
10691	10690	5345	1	1	161511.260963	5345	161511.260963	7403.739482
10711	10710	5355	1	1	161870.792970	5355	161870.792970	7003.887564
10723	10722	5361	1	1	162077.647692	5361	162077.647692	7012.873793
10739	10738	5369	1	1	162363.797261	5369	162363.797261	7453.137752
10771	10770	5385	1	1	162891.337898	5385	162891.337898	7022.993863
10799	10798	5399	1	1	163361.602772	5399	163361.602772	11570.784682
10831	10830	5415	1	1	163946.421353	5415	163946.421353	7102.134974
10847	10846	5423	1	1	164198.475110	5423	164198.475110	8009.889790
10859	10858	5429	1	1	164413.122998	5429	164413.122998	7506.606776
10867	10866	5433	1	1	164539.888863	5433	164539.888863	7083.167966
10883	10882	5441	1	1	164792.513316	5441	164792.513316	7541.316785
10891	10890	5445	1	1	164945.281354	5445	164945.281354	7118.844156
10939	10938	5469	1	1	165790.722944	5469	165790.722944	7155.454423
10903	10902	5451	1	1	165156.025784	5451	165156.025784	7137.883382
10979	10978	5489	1	1	166470.304881	5489	166470.304881	7612.356452
10987	10986	5493	1	1	166611.769055	5493	166611.769055	7171.651304
11003	11002	5501	1	1	166877.354843	5501	166877.354843	7618.803519
11027	11026	5513	1	1	167307.178640	5513	167307.178640	7642.008135
11047	11046	5523	1	1	167639.191692	5523	167639.191692	7235.689810
11059	11058	5529	1	1	167844.661150	5529	167844.661150	7234.761098
11071	11070	5535	1	1	168046.376095	5535	168046.376095	7242.388500
11083	11082	5541	1	1	168256.853622	5541	168256.853622	7247.553532
11087	11086	5543	1	1	168305.999960	5543	168305.999960	8223.133435
11119	11118	5559	1	1	168880.454008	5559	168880.454008	7280.903579
11131	11130	5565	1	1	169089.671469	5565	169089.671469	7279.199035
11159	11158	5579	1	1	169552.274803	5579	169552.274803	9248.897689
11171	11170	5585	1	1	169747.944835	5585	169747.944835	7726.853127
11239	11238	5619	1	1	170942.144300	5619	170942.144300	7338.120081
11243	11242	5621	1	1	171009.013276	5621	171009.013276	7797.412929
11251	11250	5625	1	1	171164.699362	5625	171164.699362	7371.939525
11279	11278	5639	1	1	171624.203955	5639	171624.203955	9366.146558
11287	11286	5643	1	1	171775.130623	5643	171775.130623	7393.557011
11299	11298	5649	1	1	171951.805771	5649	171951.805771	7387.134823
11311	11310	5655	1	1	172188.132781	5655	172188.132781	7382.752593
11351	11350	5675	1	1	172871.253069	5675	172871.253069	9423.081361
11383	11382	5691	1	1	173400.999411	5691	173400.999411	7402.435853
11399	11398	5699	1	1	173690.838975	5699	173690.838975	10830.590471
11411	11410	5705	1	1	173898.994007	5705	173898.994007	7889.527463
11423	11422	5711	1	1	174098.698880	5711	174098.698880	8478.465812
11443	11442	5721	1	1	174447.333906	5721	174447.333906	7476.293611
11447	11446	5723	1	1	174511.267591	5723	174511.267591	8499.415216
11467	11466	5733	1	1	174845.666713	5733	174845.666713	7483.997598
11471	11470	5735	1	1	174909.578157	5735	174909.578157	10865.033481
11483	11482	5741	1	1	175139.600111	5741	175139.600111	7966.142603
11491	11490	5745	1	1	175275.289165	5745	175275.289165	7500.619600
11503	11502	5751	1	1	175480.562002	5751	175480.562002	7486.813855
11519	11518	5759	1	1	175732.746406	5759	175732.746406	9559.584506
11527	11526	5763	1	1	175917.562837	5763	175917.562837	7541.620481
11551	11550	5775	1	1	176319.892547	5775	176319.892547	7544.793269
11579	11578	5789	1	1	176781.563432	5789	176781.563432	8017.828029
11587	11586	5793	1	1	176943.097704	5793	176943.097704	7583.325098
11699	11698	5849	1	1	178857.843043	5849	178857.843043	8085.080231
11719	11718	5859	1	1	179203.823529	5859	179203.823529	7663.847169
11731	11730	5865	1	1	179422.209332	5865	179422.209332	7667.548570
11743	11742	5871	1	1	179627.475738	5871	179627.475738	7657.301773
11779	11778	5889	1	1	180276.493392	5889	180276.493392	7678.593609
11783	11782	5891	1	1	180299.088243	5891	180299.088243	8741.967779
11807	11806	5903	1	1	180736.685127	5903	180736.685127	8725.576724
11827	11826	5913	1	1	181073.912911	5913	181073.912911	7720.378093
11831	11830	5915	1	1	181134.845313	5915	181134.845313	9794.305459
11839	11838	5919	1	1	181313.185162	5919	181313.185162	7755.098343
11863	11862	5931	1	1	181716.420882	5931	181716.420882	7759.337222
11867	11866	5933	1	1	181787.308676	5933	181787.308676	8212.885195
11887	11886	5943	1	1	182149.025199	5943	182149.025199	7788.315919
11903	11902	5951	1	1	182383.037835	5951	182383.037835	8831.274086
11923	11922	5961	1	1	182761.776626	5961	182761.776626	7779.994307
11927	11926	5963	1	1	182798.541791	5963	182798.541791	8841.340777
11939	11938	5969	1	1	183018.835784	5969	183018.835784	8248.583518
11959	11958	5979	1	1	183382.692806	5979	183382.692806	7836.312510
