p,M,M_over_sqrtp,A_raw,B_raw,C_raw,N_raw,NA,CA,BA,margin,deltaW_sign
2543,-3,-0.059491,2.5125988185e+06,2.1664994565e+06,3.2521557031e+05,2.5000075946e+06,0.9949887647,0.1294339422,0.8622544278,0.9866771347,-1
2549,-4,-0.079227,2.5339201759e+06,2.3474445652e+06,3.2724555572e+05,2.5150784064e+06,0.9925641819,0.1291459608,0.9264082537,1.0481183964,-1
2551,-5,-0.098995,2.5432123591e+06,2.6493419908e+06,3.2803533544e+05,2.5364582803e+06,0.9973442726,0.1289846419,1.0417305426,1.1680594571,-1
2557,-7,-0.138431,2.5522613266e+06,3.3193674678e+06,3.2990828092e+05,2.5383441885e+06,0.9945471344,0.1292611683,1.3005594032,1.4243677059,-1
2699,-6,-0.115491,2.8589942842e+06,3.3058290623e+06,3.6575568085e+05,2.8517345813e+06,0.9974607494,0.1279315887,1.1562908959,1.2816832340,-1
2707,-6,-0.115321,2.8717080413e+06,3.3352638748e+06,3.6964389305e+05,2.8496801917e+06,0.9923293562,0.1287191761,1.1614216441,1.2824701764,-1
2711,-8,-0.153647,2.8936611609e+06,3.8301686522e+06,3.6986281282e+05,2.8778252398e+06,0.9945273754,0.1278182870,1.3236410344,1.4459866969,-1
2713,-9,-0.172790,2.9127793794e+06,4.2426516536e+06,3.7111075501e+05,2.8864247401e+06,0.9909520647,0.1274077802,1.4565647105,1.5749245555,-1
2719,-13,-0.249309,2.9335096950e+06,5.4258565412e+06,3.7191956226e+05,2.9067419290e+06,0.9908751738,0.1267831372,1.8496126160,1.9672709271,-1
2729,-12,-0.229710,2.9516064305e+06,5.2684592038e+06,3.7421303552e+05,2.9428974995e+06,0.9970494267,0.1267828365,1.7849463767,1.9087786400,-1
2731,-14,-0.267897,2.9756220184e+06,5.7812224163e+06,3.7756929257e+05,2.9066991369e+06,0.9768374878,0.1268875181,1.9428618221,2.0465868279,-1
2741,-14,-0.267407,2.9950297594e+06,5.9270471601e+06,3.7902149282e+05,2.9593783663e+06,0.9880964812,0.1265501592,1.9789610241,2.0936076645,-1
2749,-13,-0.247945,3.0037677909e+06,5.6796626314e+06,3.8019898589e+05,2.9852605216e+06,0.9938386485,0.1265740271,1.8908461062,2.0112587818,-1
2753,-15,-0.285883,3.0281260558e+06,6.3032386665e+06,3.8192863154e+05,2.9954473447e+06,0.9892082725,0.1261270583,2.0815641589,2.1968994898,-1
2767,-16,-0.304169,3.0588323037e+06,6.3051259136e+06,3.8548709307e+05,3.0262974460e+06,0.9893636347,0.1260242651,2.0612852512,2.1766731510,-1
2777,-18,-0.341574,3.0817493738e+06,6.5315726592e+06,3.8891406156e+05,3.0429791530e+06,0.9874194115,0.1261991208,2.1194366793,2.2330552116,-1
2789,-19,-0.359774,3.1053649818e+06,6.6590938269e+06,3.9163365092e+05,3.0727348204e+06,0.9894923265,0.1261151759,2.1443836283,2.2599911306,-1
2791,-20,-0.378573,3.1276718034e+06,7.0528780290e+06,3.9382350753e+05,3.0612559086e+06,0.9787650690,0.1259158672,2.2549930019,2.3596739382,-1
2797,-23,-0.434892,3.1698154307e+06,7.9814933661e+06,3.9488211198e+05,3.0979547637e+06,0.9773296999,0.1245757428,2.5179678567,2.6198732994,-1
2801,-23,-0.434582,3.1868651921e+06,8.1163595560e+06,3.9637871981e+05,3.1134137751e+06,0.9769518280,0.1243788789,2.5468160926,2.6481467995,-1
2803,-25,-0.472203,3.2237750537e+06,8.6502901402e+06,3.9596825874e+05,3.1445039526e+06,0.9754104738,0.1228275088,2.6832796942,2.7815176768,-1
2819,-21,-0.395523,3.2104641492e+06,7.5861377449e+06,3.9992071186e+05,3.1671817606e+06,0.9865183392,0.1245678797,2.3629411177,2.4740273365,-1
2833,-23,-0.432120,3.2495050882e+06,7.9675189227e+06,4.0488990777e+05,3.1740604518e+06,0.9767827302,0.1246004843,2.4519176633,2.5533008778,-1
2837,-25,-0.469365,3.2917390384e+06,8.4529454395e+06,4.0483241399e+05,3.2369042376e+06,0.9833416926,0.1229843585,2.5679269653,2.6742530164,-1
2843,-23,-0.431360,3.2901303333e+06,8.2044367847e+06,4.0715523447e+05,3.2240832722e+06,0.9799257007,0.1237504880,2.4936509966,2.5973271854,-1
2851,-24,-0.449482,3.3165420002e+06,8.6943148931e+06,4.1007333456e+05,3.2287336342e+06,0.9735241206,0.1236448489,2.6215000119,2.7186689814,-1
2857,-23,-0.430301,3.3212558319e+06,8.5946698600e+06,4.1293733001e+05,3.2262175695e+06,0.9713848414,0.1243316838,2.5877771226,2.6834936478,-1
2861,-22,-0.411305,3.3330417432e+06,8.4480247130e+06,4.1296002293e+05,3.2707466292e+06,0.9813098308,0.1238988452,2.5346291358,2.6398378118,-1
2879,-20,-0.372743,3.3335852728e+06,7.7650176774e+06,4.1579599381e+05,3.3271210910e+06,0.9980608920,0.1247293709,2.3293292482,2.4521195111,-1
2887,-19,-0.353615,3.3399260160e+06,7.6706476263e+06,4.1947058254e+05,3.3001983225e+06,0.9881052175,0.1255927768,2.2966519586,2.4103499529,-1
2897,-19,-0.353004,3.3612051774e+06,7.7470385104e+06,4.2218923525e+05,3.3212626510e+06,0.9881166057,0.1256065051,2.3048395149,2.4185626257,-1
2903,-17,-0.315519,3.3649129794e+06,7.2776994912e+06,4.2384668275e+05,3.3467859363e+06,0.9946129236,0.1259606668,2.1628195248,2.2833931153,-1
2909,-18,-0.333734,3.3932981561e+06,7.7950701477e+06,4.2620887668e+05,3.3649771653e+06,0.9916538455,0.1256031321,2.2971957633,2.4144527409,-1
2917,-18,-0.333276,3.4109945414e+06,8.0093965605e+06,4.3030119767e+05,3.3468044505e+06,0.9811814149,0.1261512419,2.3481118083,2.4554444651,-1
2927,-17,-0.314223,3.4266878126e+06,7.8332523141e+06,4.3207535020e+05,3.3729890649e+06,0.9843292559,0.1260912502,2.2859544676,2.3963749737,-1
2939,-17,-0.313581,3.4418220591e+06,7.4161303565e+06,4.3404948058e+05,3.4215196635e+06,0.9941012652,0.1261103779,2.1547105659,2.2749222090,-1
2953,-15,-0.276032,3.4528292451e+06,6.8137566586e+06,4.4030664102e+05,3.4170151141e+06,0.9896275986,0.1275205374,1.9733836153,2.0905317513,-1
2957,-18,-0.331014,3.4917882566e+06,7.5677868453e+06,4.4063460171e+05,3.4630075773e+06,0.9917576104,0.1261916730,2.1673097821,2.2852590654,-1
2963,-16,-0.293937,3.4972552063e+06,7.3915985213e+06,4.4184608768e+05,3.4696545727e+06,0.9921079155,0.1263408192,2.1135427886,2.2319915234,-1
2969,-16,-0.293640,3.5161976102e+06,7.5457686031e+06,4.4334452821e+05,3.4886934591e+06,0.9921778710,0.1260863516,2.1460024263,2.2642666490,-1
2971,-17,-0.311887,3.5398944379e+06,8.0310011881e+06,4.4683436008e+05,3.4602779680e+06,0.9775088011,0.1262281596,2.2687120560,2.3724490167,-1
2999,-6,-0.109563,3.5330986889e+06,4.6583064162e+06,4.5192460276e+05,3.5270680483e+06,0.9982931016,0.1279116839,1.3184761668,1.4446809523,-1
3001,-7,-0.127781,3.5495468025e+06,5.1306490028e+06,4.5513457415e+05,3.5267276628e+06,0.9935712526,0.1282232914,1.4454377666,1.5672323107,-1
3011,-6,-0.109344,3.5575352728e+06,4.8765781626e+06,4.5754081133e+05,3.5359879306e+06,0.9939431824,0.1286117427,1.3707743673,1.4933292924,-1
3019,-7,-0.127399,3.5730835104e+06,5.0908495502e+06,4.5896299362e+05,3.5653989530e+06,0.9978493205,0.1284501166,1.4247776564,1.5510770936,-1
3023,-8,-0.145503,3.5985739930e+06,5.7004762441e+06,4.5898962190e+05,3.5991153202e+06,1.0001504282,0.1275476405,1.5840931033,1.7117911720,-1
3037,-6,-0.108875,3.6052164377e+06,4.6992182805e+06,4.6513809084e+05,3.5893484208e+06,0.9955985952,0.1290180767,1.3034496990,1.4280663709,-1
3041,-6,-0.108804,3.6258856740e+06,4.8988497977e+06,4.6676629236e+05,3.6121640132e+06,0.9962156389,0.1287316629,1.3510767404,1.4760240422,-1
3049,-3,-0.054330,3.6480072269e+06,4.0125147033e+06,4.6893451865e+05,3.6306242742e+06,0.9952349456,0.1285453919,1.0999196147,1.2236999522,-1
3061,-6,-0.108448,3.6718533144e+06,4.9023078178e+06,4.7383282856e+05,3.6355485992e+06,0.9901127000,0.1290445963,1.3351044821,1.4542617784,-1
3067,-3,-0.054171,3.6963087313e+06,4.2403473861e+06,4.7464534883e+05,3.6842753945e+06,0.9967444990,0.1284106343,1.1471843113,1.2723394446,-1
3079,-3,-0.054065,3.7213412581e+06,3.9918115908e+06,4.7746033220e+05,3.7094667012e+06,0.9968090653,0.1283032915,1.0726808734,1.1977932302,-1
3083,-6,-0.108060,3.7396673049e+06,4.9818311417e+06,4.7945964007e+05,3.7062191758e+06,0.9910558544,0.1282091697,1.3321589156,1.4514239397,-1
3089,-5,-0.089962,3.7585615921e+06,4.8897622973e+06,4.8114663849e+05,3.7387797242e+06,0.9947368515,0.1280135038,1.3009663877,1.4237167429,-1
3617,-3,-0.049882,5.1429179394e+06,6.3448969564e+06,6.6021073563e+05,5.1102008294e+06,0.9936384149,0.1283727921,1.2337153793,1.3557265864,-1
3623,-5,-0.083068,5.1735938775e+06,7.7628668242e+06,6.6293547946e+05,5.1439670132e+06,0.9942734461,0.1281382913,1.5004785857,1.6228903231,-1
3631,-5,-0.082977,5.1920092004e+06,7.8719599973e+06,6.6593556751e+05,5.1528121303e+06,0.9924505006,0.1282616309,1.5161683451,1.6368804766,-1
3637,-7,-0.116072,5.2097689549e+06,8.7109269806e+06,6.6742554485e+05,5.1851496877e+06,0.9952744033,0.1281103923,1.6720371011,1.7954218967,-1
3643,-8,-0.132544,5.2300727691e+06,8.8487104620e+06,6.6924371262e+05,5.1945530340e+06,0.9932085582,0.1279606885,1.6918905057,1.8130597524,-1
3659,-7,-0.115722,5.2618760121e+06,8.0836934348e+06,6.7497169317e+05,5.2453027108e+06,0.9968503056,0.1282758643,1.5362759244,1.6614020944,-1
3671,-3,-0.049514,5.2880152525e+06,6.4579142748e+06,6.7812424147e+05,5.2826853972e+06,0.9989920878,0.1282379511,1.2212359395,1.3484659783,-1
3673,-4,-0.066001,5.3063851248e+06,7.1846160936e+06,6.8187762683e+05,5.2622953705e+06,0.9916911884,0.1285013452,1.3539567756,1.4741493092,-1
3677,-6,-0.098947,5.3287657456e+06,7.9956730253e+06,6.8180793961e+05,5.3173932581e+06,0.9978658308,0.1279485667,1.5004737320,1.6262881296,-1
3691,-9,-0.148139,5.3610694846e+06,8.7184692236e+06,6.8858006695e+05,5.3371174595e+06,0.9955322301,0.1284408025,1.6262555911,1.7502286237,-1
3697,-7,-0.115126,5.3831724724e+06,8.2170688079e+06,6.9157565541e+05,5.3529433638e+06,0.9943845179,0.1284699049,1.5264361025,1.6492905253,-1
3701,-8,-0.131501,5.4057996780e+06,8.9045939254e+06,6.9188104156e+05,5.3645564566e+06,0.9923705605,0.1279886571,1.6472297266,1.7675889442,-1
3709,-9,-0.147779,5.4455132994e+06,9.1636585508e+06,6.9408747869e+05,5.3992212095e+06,0.9914990402,0.1274604322,1.6827905924,1.8017500647,-1
3719,-7,-0.114785,5.4742338334e+06,8.1735227408e+06,6.9661370043e+05,5.4364133383e+06,0.9930911802,0.1272531868,1.4930898076,1.6134341745,-1
3727,-8,-0.131042,5.5097608228e+06,8.8967772751e+06,7.0199774022e+05,5.4458173858e+06,0.9883945167,0.1274098392,1.6147302145,1.7305345704,-1
3733,-12,-0.196405,5.5438372794e+06,1.0933860687e+07,7.0263609986e+05,5.4942961495e+06,0.9910637475,0.1267418332,1.9722549808,2.0900605615,-1
3739,-10,-0.163539,5.5642370283e+06,1.0460950222e+07,7.0438478917e+05,5.5311080800e+06,0.9940460933,0.1265914420,1.8800331778,2.0006707131,-1
3761,-6,-0.097836,5.6026843327e+06,8.5986957180e+06,7.1320334195e+05,5.5753100643e+06,0.9951140798,0.1272967206,1.5347457053,1.6571565057,-1
3767,-8,-0.130344,5.6240724260e+06,9.0945690825e+06,7.1612600446e+05,5.5903646533e+06,0.9940065187,0.1273322870,1.6170789410,1.7384177468,-1
3769,-9,-0.146598,5.6447612148e+06,9.8913297692e+06,7.1667156301e+05,5.5972859719e+06,0.9915895038,0.1269622462,1.7523026029,1.8708543528,-1
3779,-6,-0.097603,5.6664904604e+06,9.1797820388e+06,7.1790987978e+05,5.6606084454e+06,0.9989619651,0.1266939184,1.6200119109,1.7456677943,-1
3793,-7,-0.113660,5.6810526312e+06,8.5387626599e+06,7.2696367555e+05,5.6292213667e+06,0.9908764682,0.1279628482,1.5030247410,1.6218640574,-1
3797,-8,-0.129828,5.7007366831e+06,9.4149344967e+06,7.2772673988e+05,5.6563544035e+06,0.9922146413,0.1276548594,1.6515294461,1.7713989469,-1
3803,-8,-0.129726,5.7321640332e+06,9.6072181437e+06,7.3001136940e+05,5.6950835043e+06,0.9935311466,0.1273535379,1.6760194035,1.7969040880,-1
3821,-8,-0.129420,5.7747662439e+06,9.4555068850e+06,7.3622426523e+05,5.7232774651e+06,0.9910838332,0.1274898817,1.6373834863,1.7559572012,-1
3823,-9,-0.145559,5.8019989594e+06,1.0172930563e+07,7.3817923663e+05,5.7441241499e+06,0.9900250224,0.1272284331,1.7533492568,1.8706027124,-1
3833,-7,-0.113065,5.8112946892e+06,8.8086396483e+06,7.4007508609e+05,5.7785637777e+06,0.9943677075,0.1273511542,1.5157792057,1.6374980674,-1
3847,-8,-0.128982,5.8323251215e+06,8.9563578568e+06,7.4601253880e+05,5.8017421900e+06,0.9947563054,0.1279099713,1.5356410471,1.6583073238,-1
3851,-8,-0.128915,5.8505428046e+06,9.2612374212e+06,7.4924908794e+05,5.8170461935e+06,0.9942746148,0.1280648844,1.5829706286,1.7053101279,-1
3853,-9,-0.144992,5.8757428039e+06,1.0078098180e+07,7.5033858065e+05,5.8198103903e+06,0.9904807927,0.1277010594,1.7152041056,1.8333859577,-1
3863,-12,-0.193072,5.9132483195e+06,1.1532896397e+07,7.5120287527e+05,5.8805120355e+06,0.9944639084,0.1270372619,1.9503487379,2.0718499082,-1
3877,-9,-0.144542,5.9384178147e+06,9.4738541422e+06,7.5929396080e+05,5.8845235249e+06,0.9909244699,0.1278613234,1.5953498790,1.7141356723,-1
3881,-11,-0.176572,5.9648024725e+06,1.0482941645e+07,7.6134080529e+05,5.9095666210e+06,0.9907397015,0.1276388965,1.7574666879,1.8758452859,-1
3889,-12,-0.192425,5.9887141119e+06,1.0655897814e+07,7.6531259046e+05,5.9094594806e+06,0.9867660019,0.1277924737,1.7793298552,1.8938883308,-1
